Code,Class,NMO,DIT,Smell
"class Vehicle {
    void start() {
        System.out.println(""Starting vehicle"");
    }
    void stop() {
        System.out.println(""Stopping vehicle"");
    }
    void accelerate() {
        System.out.println(""Accelerating vehicle"");
    }
    void brake() {
        System.out.println(""Braking vehicle"");
    }
}

class Car extends Vehicle {
    @Override
    void start() {
        System.out.println(""Starting car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping car"");
    }
}

class SportsCar extends Car {
    @Override
    void accelerate() {
        System.out.println(""Accelerating sports car"");
    }
    @Override
    void brake() {
        System.out.println(""Braking sports car"");
    }
    @Override
    void start() {
        System.out.println(""Starting sports car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping sports car"");
    }
}
",Car,2,2,1
"class Vehicle {
    void start() {
        System.out.println(""Starting vehicle"");
    }
    void stop() {
        System.out.println(""Stopping vehicle"");
    }
    void accelerate() {
        System.out.println(""Accelerating vehicle"");
    }
    void brake() {
        System.out.println(""Braking vehicle"");
    }
}

class Car extends Vehicle {
    @Override
    void start() {
        System.out.println(""Starting car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping car"");
    }
}

class SportsCar extends Car {
    @Override
    void accelerate() {
        System.out.println(""Accelerating sports car"");
    }
    @Override
    void brake() {
        System.out.println(""Braking sports car"");
    }
    @Override
    void start() {
        System.out.println(""Starting sports car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping sports car"");
    }
}
",SportsCar,4,3,1
"class Vehicle {
    void start() {
        System.out.println(""Starting vehicle"");
    }
    void stop() {
        System.out.println(""Stopping vehicle"");
    }
    void accelerate() {
        System.out.println(""Accelerating vehicle"");
    }
}

class Car extends Vehicle {
    @Override
    void start() {
        System.out.println(""Starting car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping car"");
    }
}

class SportsCar extends Car {
    @Override
    void accelerate() {
        System.out.println(""Accelerating sports car"");
    }
    @Override
    void brake() {
        System.out.println(""Braking sports car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping sports car"");
    }
}",Vehicle,0,1,0
"class Vehicle {
    void start() {
        System.out.println(""Starting vehicle"");
    }
    void stop() {
        System.out.println(""Stopping vehicle"");
    }
    void accelerate() {
        System.out.println(""Accelerating vehicle"");
    }
}

class Car extends Vehicle {
    @Override
    void start() {
        System.out.println(""Starting car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping car"");
    }
}

class SportsCar extends Car {
    @Override
    void accelerate() {
        System.out.println(""Accelerating sports car"");
    }
    @Override
    void brake() {
        System.out.println(""Braking sports car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping sports car"");
    }
}",Car,2,2,1
"class Vehicle {
    void start() {
        System.out.println(""Starting vehicle"");
    }
    void stop() {
        System.out.println(""Stopping vehicle"");
    }
    void accelerate() {
        System.out.println(""Accelerating vehicle"");
    }
}

class Car extends Vehicle {
    @Override
    void start() {
        System.out.println(""Starting car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping car"");
    }
}

class SportsCar extends Car {
    @Override
    void accelerate() {
        System.out.println(""Accelerating sports car"");
    }
    @Override
    void brake() {
        System.out.println(""Braking sports car"");
    }
    @Override
    void stop() {
        System.out.println(""Stopping sports car"");
    }
}",SportsCar,2,3,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
    void powerOff() {
        System.out.println(""Powering off device"");
    }
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on computer"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting computer"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting laptop"");
    }
}

class GamingLaptop extends Laptop {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}",Device,0,1,0
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
    void powerOff() {
        System.out.println(""Powering off device"");
    }
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on computer"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting computer"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting laptop"");
    }
}

class GamingLaptop extends Laptop {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}",Computer,2,2,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
    void powerOff() {
        System.out.println(""Powering off device"");
    }
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on computer"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting computer"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting laptop"");
    }
}

class GamingLaptop extends Laptop {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}",Laptop,2,3,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
    void powerOff() {
        System.out.println(""Powering off device"");
    }
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on computer"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting computer"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting laptop"");
    }
}

class GamingLaptop extends Laptop {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}",GamingLaptop,3,4,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
    void powerOff() {
        System.out.println(""Powering off device"");
    }
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}

class GamingLaptop extends Laptop {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    
}
",Computer,3,2,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
    void powerOff() {
        System.out.println(""Powering off device"");
    }
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}

class GamingLaptop extends Laptop {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    
}
",Laptop,3,3,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
    void powerOff() {
        System.out.println(""Powering off device"");
    }
    void reset() {
        System.out.println(""Resetting device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    @Override
    void reset() {
        System.out.println(""Resetting gaming laptop"");
    }
}

class GamingLaptop extends Laptop {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    @Override
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    
}
",GamingLaptop,2,4,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
}

class GamingLaptop extends Laptop {
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    
}
",Device,0,1,0
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
}

class GamingLaptop extends Laptop {
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    
}
",Computer,1,2,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
}

class GamingLaptop extends Laptop {
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    
}
",Laptop,1,3,1
"class Device {
    void powerOn() {
        System.out.println(""Powering on device"");
    }
}

class Computer extends Device {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
}

class Laptop extends Computer {
    @Override
    void powerOn() {
        System.out.println(""Powering on gaming laptop"");
    }
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
}

class GamingLaptop extends Laptop {
    void powerOff() {
        System.out.println(""Powering off gaming laptop"");
    }
    
}
",GamingLaptop,1,4,1
"class Printer {
    void print() {
        System.out.println(""Printing"");
    }
    void scan() {
        System.out.println(""Scanning"");
    }
    void copy() {
        System.out.println(""Copying"");
    }
    void fax() {
        System.out.println(""Sending fax"");
    }
}

class LaserPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with laser printer"");
    }
    @Override
    void copy() {
        System.out.println(""Copying with laser printer"");
    }
    @Override
    void fax() {
        System.out.println(""Sending fax with laser printer"");
    }
}",Printer,0,1,0
"class Printer {
    void print() {
        System.out.println(""Printing"");
    }
    void scan() {
        System.out.println(""Scanning"");
    }
    void copy() {
        System.out.println(""Copying"");
    }
    void fax() {
        System.out.println(""Sending fax"");
    }
}

class LaserPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with laser printer"");
    }
    @Override
    void copy() {
        System.out.println(""Copying with laser printer"");
    }
    @Override
    void fax() {
        System.out.println(""Sending fax with laser printer"");
    }
}",LaserPrinter,4,2,1
"class Printer {
    void print() {
        System.out.println(""Printing"");
    }
    void scan() {
        System.out.println(""Scanning"");
    }
}

class LaserPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with laser printer"");
    }
}
",Printer,0,1,0
"class Printer {
    void print() {
        System.out.println(""Printing"");
    }
    void scan() {
        System.out.println(""Scanning"");
    }
}

class LaserPrinter extends Printer {
    @Override
    void print() {
        System.out.println(""Printing with laser printer"");
    }
    @Override
    void scan() {
        System.out.println(""Scanning with laser printer"");
    }
}
",LaserPrinter,2,2,1
"class Gadget {
    void charge() {
        System.out.println(""Charging gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}

class Smartphone extends Gadget {
    @Override
    void charge() {
        System.out.println(""Charging smartphone"");
    }
}

class Smartwatch extends Smartphone {
    @Override
    void charge() {
        System.out.println(""Charging smartwatch"");
    }
    @Override
    void use() {
        System.out.println(""Using smartwatch"");
    }
}",Gadget,0,1,0
"class Gadget {
    void charge() {
        System.out.println(""Charging gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}

class Smartphone extends Gadget {
    @Override
    void charge() {
        System.out.println(""Charging smartphone"");
    }
}

class Smartwatch extends Smartphone {
    @Override
    void charge() {
        System.out.println(""Charging smartwatch"");
    }
    @Override
    void use() {
        System.out.println(""Using smartwatch"");
    }
}",Smartphone,1,2,1
"class Gadget {
    void charge() {
        System.out.println(""Charging gadget"");
    }
    void use() {
        System.out.println(""Using gadget"");
    }
}

class Smartphone extends Gadget {
    @Override
    void charge() {
        System.out.println(""Charging smartphone"");
    }
}

class Smartwatch extends Smartphone {
    @Override
    void charge() {
        System.out.println(""Charging smartwatch"");
    }
    @Override
    void use() {
        System.out.println(""Using smartwatch"");
    }
}",SmartWatch,2,3,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
    void clean() {
        System.out.println(""Cleaning toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void clean() {
        System.out.println(""Cleaning Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",Toy,0,1,0
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
    void clean() {
        System.out.println(""Cleaning toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void clean() {
        System.out.println(""Cleaning Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",Doll,2,2,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
    void clean() {
        System.out.println(""Cleaning toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void clean() {
        System.out.println(""Cleaning Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",BarbieDoll,2,3,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
    void clean() {
        System.out.println(""Cleaning toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void clean() {
        System.out.println(""Cleaning Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void clean() {
        System.out.println(""Cleaning talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",TalkingBarbieDoll,4,4,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",Toy,0,1,0
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",Doll,3,2,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",BarbieDoll,3,3,1
"class Toy {
    void play() {
        System.out.println(""Playing with toy"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void play() {
        System.out.println(""Playing with doll"");
    }
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void play() {
        System.out.println(""Playing with talking Barbie doll"");
    }
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",TalkingBarbieDoll,3,4,1
"class Toy {
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",Toy,0,1,0
"class Toy {
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",Doll,2,2,1
"class Toy {
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",BarbieDoll,2,3,1
"class Toy {
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
    void fix() {
        System.out.println(""Fixing toy"");
    }
}

class Doll extends Toy {
    @Override
    void fix() {
        System.out.println(""Fixing doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking toy"");
    }
}

class BarbieDoll extends Doll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking Barbie doll"");
    }
}

class TalkingBarbieDoll extends BarbieDoll {
    @Override
    void fix() {
        System.out.println(""Fixing talking Barbie doll"");
    }
    @Override
    void breakToy() {
        System.out.println(""Breaking talking Barbie doll"");
    }
}",TalkingBarbieDoll,2,4,1
"class Book {
    void read() {
        System.out.println(""Reading book"");
    }
    void borrow() {
        System.out.println(""Borrowing book"");
    }
    void returnBook() {
        System.out.println(""Returning book"");
    }
}

class Novel extends Book {
    @Override
    void read() {
        System.out.println(""Reading novel"");
    }
    @Override
    void borrow() {
        System.out.println(""Borrowing novel"");
    }
    @Override
    void returnBook() {
        System.out.println(""Returning novel"");
    }
}",Book,0,1,0
"class Book {
    void read() {
        System.out.println(""Reading book"");
    }
    void borrow() {
        System.out.println(""Borrowing book"");
    }
    void returnBook() {
        System.out.println(""Returning book"");
    }
}

class Novel extends Book {
    @Override
    void read() {
        System.out.println(""Reading novel"");
    }
    @Override
    void borrow() {
        System.out.println(""Borrowing novel"");
    }
    @Override
    void returnBook() {
        System.out.println(""Returning novel"");
    }
}",Novel,3,2,1
"class Building {
    void build() {
        System.out.println(""Building"");
    }
    void demolish() {
        System.out.println(""Demolishing building"");
    }
    void renovate() {
        System.out.println(""Renovating building"");
    }
    void inspect() {
        System.out.println(""Inspecting building"");
    }
}

class House extends Building {
    @Override
    void build() {
        System.out.println(""Building house"");
    }
    @Override
    void renovate() {
        System.out.println(""Renovating house"");
    }
}

class Villa extends House {
    @Override
    void build() {
        System.out.println(""Building villa"");
    }
    @Override
    void demolish() {
        System.out.println(""Demolishing villa"");
    }
    @Override
    void renovate() {
        System.out.println(""Renovating villa"");
    }
    @Override
    void inspect() {
        System.out.println(""Inspecting villa"");
    }
}",Building,0,1,0
"class Building {
    void build() {
        System.out.println(""Building"");
    }
    void demolish() {
        System.out.println(""Demolishing building"");
    }
    void renovate() {
        System.out.println(""Renovating building"");
    }
    void inspect() {
        System.out.println(""Inspecting building"");
    }
}

class House extends Building {
    @Override
    void build() {
        System.out.println(""Building house"");
    }
    @Override
    void renovate() {
        System.out.println(""Renovating house"");
    }
}

class Villa extends House {
    @Override
    void build() {
        System.out.println(""Building villa"");
    }
    @Override
    void demolish() {
        System.out.println(""Demolishing villa"");
    }
    @Override
    void renovate() {
        System.out.println(""Renovating villa"");
    }
    @Override
    void inspect() {
        System.out.println(""Inspecting villa"");
    }
}",House,2,2,1
"class Building {
    void build() {
        System.out.println(""Building"");
    }
    void demolish() {
        System.out.println(""Demolishing building"");
    }
    void renovate() {
        System.out.println(""Renovating building"");
    }
    void inspect() {
        System.out.println(""Inspecting building"");
    }
}

class House extends Building {
    @Override
    void build() {
        System.out.println(""Building house"");
    }
    @Override
    void renovate() {
        System.out.println(""Renovating house"");
    }
}

class Villa extends House {
    @Override
    void build() {
        System.out.println(""Building villa"");
    }
    @Override
    void demolish() {
        System.out.println(""Demolishing villa"");
    }
    @Override
    void renovate() {
        System.out.println(""Renovating villa"");
    }
    @Override
    void inspect() {
        System.out.println(""Inspecting villa"");
    }
}",Villa,4,3,1
"class Building {
    void build() {
        System.out.println(""Building"");
    }
    void demolish() {
        System.out.println(""Demolishing building"");
    }
}

class House extends Building {
    @Override
    void build() {
        System.out.println(""Building house"");
    }
}

class Villa extends House {
    @Override
    void build() {
        System.out.println(""Building villa"");
    }
    @Override
    void demolish() {
        System.out.println(""Demolishing villa"");
    }
}",Building,0,1,0
"class Building {
    void build() {
        System.out.println(""Building"");
    }
    void demolish() {
        System.out.println(""Demolishing building"");
    }
}

class House extends Building {
    @Override
    void build() {
        System.out.println(""Building house"");
    }
}

class Villa extends House {
    @Override
    void build() {
        System.out.println(""Building villa"");
    }
    @Override
    void demolish() {
        System.out.println(""Demolishing villa"");
    }
}",House,1,2,1
